City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
144,lompoc,34.6391,-120.4579,12.0,85,75,7.2,US,1731381670
145,whitehorse,60.7161,-135.0538,-7.67,98,100,0.73,CA,1731381672
146,gorgan,36.8387,54.4348,8.98,93,40,0.0,IR,1731381673
147,lorengau,-2.0226,147.2712,29.67,71,38,4.1,PG,1731381674
148,longyearbyen,78.2186,15.6401,2.91,87,75,3.6,SJ,1731381676
149,peterhead,57.5058,-1.7981,8.14,80,96,4.86,GB,1731381677
150,selfoss,63.9331,-20.9971,10.58,96,100,11.48,IS,1731381678
151,thal,35.4791,72.2439,2.84,64,16,2.55,PK,1731381679
152,kerikeri,-35.2268,173.9474,18.89,61,10,3.7,NZ,1731381680
153,holualoa,19.6228,-155.9522,24.65,77,40,3.6,US,1731381397
154,avarua,-21.2078,-159.775,24.03,60,40,7.2,CK,1731381682
155,ghat,24.9647,10.1728,17.69,29,4,0.95,LY,1731381683
156,moroto,2.5345,34.6666,20.13,63,90,1.18,UG,1731381684
157,cristalina,-16.7686,-47.6136,18.74,90,6,1.52,BR,1731381685
158,carnarvon,-24.8667,113.6333,25.56,47,97,9.23,AU,1731381686
159,quellon,-43.1167,-73.6167,9.24,93,100,3.27,CL,1731381688
160,okhotsk,59.3833,143.3,-12.7,65,57,9.79,RU,1731381689
161,altai,46.3722,96.2583,-3.59,62,68,9.59,MN,1731381690
162,kapuskasing,49.4169,-82.4331,-3.96,93,47,3.18,CA,1731381691
163,ambon,-3.6954,128.1814,32.16,100,40,2.57,ID,1731381692
164,thunder bay,48.4001,-89.3168,-0.95,80,1,1.94,CA,1731381695
165,isafjordur,66.0755,-23.124,8.71,89,100,9.78,IS,1731381614
166,badger,64.8,-147.5333,-19.79,77,0,0.0,US,1731381481
167,turpan,42.9333,89.1667,11.83,44,4,0.64,CN,1731381699
168,lucapa,-8.4192,20.7447,17.64,98,67,0.13,AO,1731381700
169,arno,60.1167,18.6333,2.42,87,16,3.31,SE,1731381701
170,toktogul,41.8708,72.9402,6.3,53,100,1.27,KG,1731381648
171,anadyr,64.75,177.4833,-13.33,84,40,5.0,RU,1731381703
172,minas de marcona,-15.2119,-75.1103,13.83,84,15,4.22,PE,1731381704
173,crane,31.3974,-102.3501,18.49,38,25,3.93,US,1731381705
174,najera,42.4244,-2.734,10.04,85,100,2.53,ES,1731381706
175,klyuchi,52.2667,79.1667,-7.54,78,100,6.52,RU,1731381707
176,thompson,55.7435,-97.8558,-3.75,77,100,3.72,CA,1731381708
177,lagunas,-5.2269,-75.6753,26.49,69,64,1.3,PE,1731381710
178,matoury,4.8483,-52.3317,23.98,94,100,2.57,GF,1731381711
179,arkhangel'sk,64.5401,40.5433,0.06,100,100,6.0,RU,1731381712
180,pikeville,37.4793,-82.5188,11.91,55,0,0.0,US,1731381698
181,bumba,2.1833,22.4667,20.57,99,81,1.23,CD,1731381529
182,wailua homesteads,22.0669,-159.378,23.56,88,75,7.2,US,1731381715
183,st. john's,47.5649,-52.7093,7.32,91,100,2.24,CA,1731381633
184,al mindak,20.1588,41.2834,14.9,40,3,2.63,SA,1731381717
185,port hedland,-20.3167,118.5667,41.03,10,67,5.66,AU,1731381558
186,uturoa,-16.7333,-151.4333,26.17,80,79,9.19,PF,1731381719
187,port moresby,-9.4431,147.1797,27.33,77,100,3.32,PG,1731381720
188,bontang,0.1333,117.5,29.05,72,91,2.12,ID,1731381722
189,cockburn town,21.4612,-71.1419,27.59,85,100,9.78,TC,1731381723
190,trittau,53.6167,10.4,6.56,99,98,2.39,DE,1731381724
191,al jawf,29.5,38.75,17.69,50,93,2.53,SA,1731381725
192,west island,-12.1568,96.8225,28.99,74,100,5.66,CC,1731381726
193,chapada dos guimaraes,-15.4606,-55.7497,19.47,96,100,1.99,BR,1731381728
194,brookings,44.3114,-96.7984,0.01,89,0,3.6,US,1731381729
195,ocos,14.5094,-92.1933,27.87,74,96,1.2,GT,1731381730
196,pailon,-17.65,-62.75,27.71,61,99,1.4,BO,1731381731
197,isangel,-19.55,169.2667,27.79,66,4,4.28,VU,1731381733
198,tobelo,1.7284,128.0095,28.96,73,68,1.51,ID,1731381734
199,tamazulapam villa del progreso,17.6806,-97.5689,13.64,79,87,3.31,MX,1731381674
200,jayapura,-2.5333,140.7,30.66,76,91,1.72,ID,1731381736
201,magadan,59.5667,150.8,-12.03,70,100,4.29,RU,1731381737
202,pasni,25.2631,63.471,26.31,38,0,6.2,PK,1731381738
203,new norfolk,-42.7826,147.0587,22.06,18,0,1.53,AU,1731381739
204,masuguru,-11.3667,38.4167,23.46,86,0,1.68,TZ,1731381741
205,lebanon,36.2081,-86.2911,11.09,91,0,0.0,US,1731381629
206,tazacorte,28.629,-17.9293,21.75,53,0,4.12,ES,1731381744
207,yigo village,13.5361,144.8886,29.37,80,20,5.14,GU,1731381745
208,zemio,5.0314,25.1361,20.01,94,100,1.09,CF,1731381746
209,kingston,17.997,-76.7936,27.53,78,20,3.09,JM,1731381747
210,tura,25.5198,90.2201,24.29,66,1,0.39,IN,1731381748
211,yangchun,22.1667,111.7833,29.17,49,16,2.44,CN,1731381749
212,i-n-salah,27.1935,2.4607,18.25,49,0,4.48,DZ,1731381750
213,hermanus,-34.4187,19.2345,12.11,80,17,1.24,ZA,1731381751
214,coquimbo,-29.9533,-71.3436,13.32,82,0,0.51,CL,1731381537
215,tofol,5.3248,163.0078,31.88,66,75,5.14,FM,1731381754
216,koupela,12.1794,-0.3517,22.02,22,0,3.9,BF,1731381755
217,kruisfontein,-34.0033,24.7314,12.7,91,0,1.49,ZA,1731381756
218,greymouth,-42.4667,171.2,14.65,54,0,3.24,NZ,1731381757
219,darab,28.7519,54.5444,16.96,30,0,0.97,IR,1731381758
220,agnibilekrou,7.1344,-3.2047,22.25,86,64,0.75,CI,1731381759
221,tosno,59.54,30.8775,-0.09,95,100,1.92,RU,1731381760
222,mpika,-11.8343,31.4529,16.16,84,99,1.7,ZM,1731381761
223,fort bragg,35.139,-79.006,16.3,94,0,1.54,US,1731381763
224,ziguinchor,12.5833,-16.2719,23.93,55,100,2.27,SN,1731381766
225,griffith,41.5284,-87.4237,8.07,62,100,8.75,US,1731381767
226,touros,-5.1989,-35.4608,25.58,74,68,4.16,BR,1731381768
227,conceicao da barra,-18.5933,-39.7322,21.25,85,0,0.4,BR,1731381769
228,kodiak,57.79,-152.4072,-1.27,69,0,2.06,US,1731381770
229,dahab,28.501,34.5134,21.42,44,74,5.8,EG,1731381771
230,palu,-0.8917,119.8707,32.76,58,92,0.36,ID,1731381772
231,namibe,-15.1961,12.1522,21.68,71,20,2.56,AO,1731381773
232,terbanggi besar,-4.8667,105.2333,30.94,60,100,2.03,ID,1731381774
233,teshi old town,5.5836,-0.1072,26.22,82,92,1.96,GH,1731381775
234,santa elena de uairen,4.6167,-61.1333,20.23,84,68,1.68,VE,1731381777
235,mount pearl,47.5166,-52.7813,6.56,92,100,4.47,CA,1731381778
236,bell ville,-32.6259,-62.6887,13.34,28,0,1.75,AR,1731381779
237,daru,-9.0763,143.2092,28.68,76,100,5.47,PG,1731381780
238,batticaloa,7.7102,81.6924,27.68,77,8,2.34,LK,1731381781
239,general acha,-37.377,-64.6043,15.02,22,100,2.54,AR,1731381753
240,qaqortoq,60.7167,-46.0333,-2.69,79,10,12.41,GL,1731381783
241,jining,35.405,116.5814,20.21,58,6,2.3,CN,1731381784
242,pucheng,27.9233,118.5333,24.66,61,1,0.6,CN,1731381785
243,bafoulabe,13.8065,-10.8321,23.89,24,73,1.28,ML,1731381786
244,palikir - national government center,6.9248,158.1611,30.41,74,100,3.09,FM,1731381788
245,hithadhoo,-0.6,73.0833,28.5,74,100,6.64,MV,1731381789
246,ust-nera,64.5667,143.2,-27.04,98,84,0.96,RU,1731381790
247,fale old settlement,-9.3852,-171.2468,28.67,72,6,5.39,TK,1731381791
248,zahedan,29.4963,60.8629,6.95,49,0,2.06,IR,1731381792
249,codrington,-38.2667,141.9667,24.51,43,76,4.17,AU,1731381793
250,bayanaul,50.7889,75.6956,-12.52,89,34,5.41,KZ,1731381794
251,fayetteville,35.0527,-78.8784,16.83,94,0,2.57,US,1731381303
252,fort mcmurray,56.7268,-111.381,-0.17,85,100,2.7,CA,1731381796
253,shimla,31.1,77.1667,11.39,62,0,0.0,IN,1731381797
254,akjoujt,19.6969,-14.4164,23.45,12,0,3.32,MR,1731381798
255,mogocha,53.7333,119.7667,-9.2,78,74,1.29,RU,1731381801
256,timmins,48.4669,-81.3331,-2.42,86,100,5.48,CA,1731381802
257,norfolk,42.1668,-71.2495,11.83,76,100,0.0,US,1731381770
258,villanueva,15.3167,-88.0,24.55,94,20,2.06,HN,1731381804
259,aral,40.5156,81.2636,9.45,51,62,1.09,CN,1731381806
260,rio grande,-32.035,-52.0986,16.53,83,97,10.09,BR,1731381807
261,kzyltu,53.6364,72.3414,-11.09,93,100,6.15,KZ,1731381616
262,constitucion,-35.3333,-72.4167,13.6,69,1,4.58,CL,1731381541
263,bukoba,-1.3317,31.8122,18.66,88,97,2.7,TZ,1731381810
264,kemijarvi,66.7131,27.4306,0.91,99,100,1.75,FI,1731381812
265,kirakira,-10.4544,161.9205,29.16,75,100,5.43,SB,1731381813
266,itapirapua,-15.8233,-50.6133,22.83,90,47,1.32,BR,1731381814
267,ocean city,39.2776,-74.5746,15.08,86,26,0.89,US,1731381815
268,pasuquin,18.3328,120.6177,30.97,74,75,2.57,PH,1731381816
269,taoudenni,22.6783,-3.9836,23.5,19,59,3.18,ML,1731381672
270,dryden,49.7833,-92.7503,-1.08,76,60,1.39,CA,1731381818
271,roma,43.2128,-75.4557,9.53,85,86,2.68,US,1731381659
272,mukalla,14.5425,49.1242,23.68,73,1,1.62,YE,1731381820
273,ancud,-41.8697,-73.8203,9.99,89,100,4.33,CL,1731381821
274,vorgashor,67.5833,63.95,-18.32,94,67,4.25,RU,1731381822
275,marang,5.2056,103.2059,30.52,76,100,0.7,MY,1731381823
276,belyy yar,53.6039,91.3903,-0.06,51,0,9.0,RU,1731381825
277,percut,3.6253,98.864,25.12,89,99,1.81,ID,1731381827
278,lincoln city,44.9582,-124.0179,11.67,90,90,4.47,US,1731381829
279,khandyga,62.6667,135.6,-19.03,92,93,0.99,RU,1731381830
280,kita,13.0349,-9.4895,21.79,37,65,0.37,ML,1731381831
281,lihue,21.9789,-159.3672,25.19,85,75,7.2,US,1731381832
282,manggar,-2.8833,108.2667,29.02,71,100,2.86,ID,1731381833
283,hildburghausen,50.4255,10.7318,4.34,94,100,1.1,DE,1731381835
284,qamdo,31.1667,97.2333,4.37,40,0,3.86,CN,1731381836
285,katsuren-haebaru,26.3369,127.8719,25.86,81,75,8.75,JP,1731381837
286,chonchi,-42.6128,-73.8092,10.07,96,99,1.58,CL,1731381838
287,akseki,37.0486,31.79,6.12,74,100,2.12,TR,1731381839
288,nurota,40.5614,65.6886,8.02,42,100,1.37,UZ,1731381840
289,pisco,-13.7,-76.2167,18.03,82,0,5.14,PE,1731381555
290,caleta de carquin,-11.0925,-77.6267,18.6,86,99,3.75,PE,1731381842
291,gouyave,12.1646,-61.7296,28.47,76,100,6.86,GD,1731381843
292,margate,51.3813,1.3862,9.77,84,100,1.79,GB,1731381844
293,hamilton,39.1834,-84.5333,11.64,70,0,6.17,US,1731381845
294,funafuti,-8.5243,179.1942,32.0,66,75,6.17,TV,1731381847
295,constantia,44.1833,28.65,4.38,85,95,6.95,RO,1731381846
296,nguigmi,14.2495,13.1092,22.58,28,4,5.27,NE,1731381849
297,vianopolis,-16.7419,-48.5164,20.61,89,82,2.14,BR,1731381850
298,ji'an,27.1172,114.9793,23.1,59,1,2.65,CN,1731381714
299,anisoc,1.8658,10.7689,21.15,99,37,0.9,GQ,1731381852
300,nadi,-17.8,177.4167,29.0,65,40,6.69,FJ,1731381853
301,waingapu,-9.6567,120.2641,31.86,53,90,5.62,ID,1731381854
302,acarau,-2.8856,-40.12,25.34,77,100,4.24,BR,1731381855
303,nyurba,63.2842,118.3319,-13.9,92,98,1.31,RU,1731381856
304,iskateley,67.6803,53.1512,-10.99,96,79,2.29,RU,1731381858
305,harper,4.375,-7.7169,25.73,85,26,3.36,LR,1731381859
306,vilyuchinsk,52.9306,158.4028,2.15,73,17,14.45,RU,1731381860
307,bandarbeyla,9.4942,50.8122,25.52,84,60,6.77,SO,1731381861
308,wynne,35.2245,-90.7868,14.18,65,67,2.75,US,1731381675
309,ballina,-28.8667,153.5667,21.97,88,100,3.98,AU,1731381863
310,dongkan,33.9997,119.8308,19.98,59,1,2.11,CN,1731381865
311,smithers,54.7804,-127.1743,0.51,97,100,0.38,CA,1731381866
312,ingeniero jacobacci,-41.3427,-69.5448,6.98,66,100,10.56,AR,1731381867
313,amursk,50.2261,136.8994,-2.16,60,100,3.98,RU,1731381868
314,fort st. john,56.2499,-120.8529,-4.06,93,100,4.63,CA,1731381870
315,san patricio,28.017,-97.5169,22.97,69,54,3.4,US,1731381871
316,north bend,43.4065,-124.2243,10.95,87,75,4.63,US,1731381872
317,queenstown,-31.8976,26.8753,11.29,89,88,1.44,ZA,1731381821
318,dul'durga,50.6761,113.5931,-2.5,47,100,2.37,RU,1731381874
319,northam,51.0333,-4.2167,9.78,82,80,2.95,GB,1731381875
320,mana,5.6592,-53.7767,25.08,89,100,4.85,GF,1731381876
321,island harbour,50.724,-1.2758,5.83,68,24,2.24,GB,1731381877
322,mpulungu,-8.7623,31.1141,22.33,77,100,1.62,ZM,1731381878
323,hobyo,5.3505,48.5268,26.45,85,91,4.97,SO,1731381879
324,ati,13.2154,18.3353,25.02,24,0,4.93,TD,1731381880
325,seryshevo,51.0933,128.3786,-5.36,61,2,2.3,RU,1731381882
326,yamada,39.4667,141.95,12.83,55,94,2.82,JP,1731381883
327,forte dei marmi,43.9648,10.1724,9.98,54,100,1.61,IT,1731381885
328,howrah,22.5892,88.3103,27.0,65,40,3.6,IN,1731381887
329,paradip garh,20.3167,86.6167,25.93,66,88,5.2,IN,1731381888
330,akdepe,42.0551,59.3788,7.71,60,100,2.74,TM,1731381889
331,la passe,45.5549,-0.8967,8.67,90,25,6.33,FR,1731381891
332,al hufuf,25.3646,49.5653,19.19,59,0,0.0,SA,1731381892
333,pechora,65.1472,57.2244,-9.61,98,98,1.26,RU,1731381893
334,eyl,7.9803,49.8164,25.6,81,55,5.9,SO,1731381894
335,tolanaro,-25.0319,46.9987,24.33,76,96,0.8,MG,1731381895
336,chipinge,-20.1883,32.6236,18.52,94,84,3.62,ZW,1731381822
337,bitkine,11.9801,18.2138,24.37,29,8,2.79,TD,1731381897
338,kapit,2.0167,112.9333,24.64,94,100,0.46,MY,1731381898
339,juegang,32.3174,121.1855,18.83,65,0,3.84,CN,1731381899
340,vila velha,-20.3297,-40.2925,20.97,88,0,1.54,BR,1731381900
341,lae,-6.7221,146.9847,27.57,70,78,3.85,PG,1731381901
342,as sulayyil,20.4607,45.5779,18.94,40,75,1.85,SA,1731381902
343,kapa'a,22.0752,-159.319,24.55,87,75,7.2,US,1731381904
344,noumea,-22.2763,166.4572,31.67,99,13,7.66,NC,1731381905
345,furstenfeld,47.05,16.0833,1.42,80,90,0.72,AT,1731381906
346,pemangkat,1.1667,108.9667,29.15,68,80,1.16,ID,1731381908
347,uhrichsville,40.3931,-81.3465,10.49,70,40,5.14,US,1731381909
348,muisne,0.6,-80.0333,22.97,80,48,2.47,EC,1731381910
349,port alfred,-33.5906,26.891,17.32,94,3,0.89,ZA,1731381911
350,alofi,-19.0595,-169.9187,21.94,94,100,5.66,NU,1731381912
351,saint-philippe,-21.3585,55.7679,23.57,84,51,5.49,RE,1731381915
352,polyarnyy,69.1989,33.4478,2.34,88,100,6.36,RU,1731381916
353,la mira,18.035,-102.3266,25.05,89,23,1.38,MX,1731381917
354,gazojak,41.1875,61.4036,8.25,52,100,2.82,TM,1731381918
355,nanakuli,21.3906,-158.1547,27.49,66,40,4.63,US,1731381919
356,langzhong,31.5504,105.9938,16.38,89,100,0.46,CN,1731381920
357,salinas,36.6777,-121.6555,9.63,96,40,0.89,US,1731381921
358,luorong,24.4058,109.6086,27.25,45,26,2.72,CN,1731381922
359,geraldton,-28.7667,114.6,24.23,50,0,8.75,AU,1731381923
360,gawler,-34.6,138.7333,27.8,49,31,6.75,AU,1731381925
361,alamogordo,32.8995,-105.9603,10.83,43,75,0.0,US,1731381926
362,tippi,7.2,35.45,16.89,89,87,1.48,ET,1731381927
363,drama,41.1544,24.1394,4.99,65,3,2.34,GR,1731381928
364,darwin,-12.4611,130.8418,33.94,52,75,6.71,AU,1731381929
365,labytnangi,66.6572,66.4183,-18.55,99,100,0.87,RU,1731381930
366,murghob,38.1702,73.9667,-10.21,52,29,2.73,TJ,1731381931
367,gereida,11.2811,25.1414,23.57,24,26,5.56,SD,1731381932
368,ceres,37.5949,-120.9577,10.02,93,0,0.0,US,1731381934
369,progreso,21.2833,-89.6667,25.6,87,94,2.56,MX,1731381798
370,tuy hoa,13.0833,109.3,29.95,67,99,4.7,VN,1731381936
371,buka,40.8108,69.1986,8.35,65,100,1.48,UZ,1731381937
372,songea,-10.6833,35.65,17.63,80,0,1.54,TZ,1731381938
